[00:00:00] , "Team 2" , "5" , "Mei" , "EV_PlayerJoinedMatch" , "Mei" , ""
[00:02:25] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "0" , ""
[00:02:26] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-74.24, 4.00, -42.99)" , ""
[00:02:26] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.22, 4.00, -42.80)" , ""
[00:02:26] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:26] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-90.20, 6.56, -72.14)" , ""
[00:02:26] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "0" , ""
[00:02:27] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-76.12, 4.00, -43.82)" , ""
[00:02:27] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.24, 4.00, -42.93)" , ""
[00:02:27] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-108.21, 4.00, -78.07)" , ""
[00:02:27] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-108.74, 4.00, -79.66)" , ""
[00:02:27] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-106.61, 4.00, -81.79)" , ""
[00:02:27] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-107.67, 4.00, -80.72)" , ""
[00:02:27] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-109.80, 4.00, -78.60)" , ""
[00:02:28] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-74.24, 4.00, -42.99)" , ""
[00:02:28] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.22, 4.00, -42.80)" , ""
[00:02:28] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:28] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-94.96, 5.05, -71.09)" , ""
[00:02:29] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-76.12, 4.00, -43.82)" , ""
[00:02:29] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.24, 4.00, -42.93)" , ""
[00:02:29] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-108.21, 4.00, -78.07)" , ""
[00:02:29] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-108.74, 4.00, -79.66)" , ""
[00:02:29] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-106.61, 4.00, -81.79)" , ""
[00:02:29] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-107.67, 4.00, -80.72)" , ""
[00:02:29] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-109.80, 4.00, -78.60)" , ""
[00:02:30] , "Team 2" , "4" , "Soldier: 76" , "EV_Charge_Ultimate" , "0" , ""
[00:02:30] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:02:30] , "Team 1" , "5" , "Bastion" , "EV_Charge_Ultimate" , "0" , ""
[00:02:30] , "Team 1" , "4" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:02:30] , "Team 1" , "3" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:02:30] , "Team 1" , "2" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:02:30] , "Team 1" , "1" , "Lúcio" , "EV_Charge_Ultimate" , "0" , ""
[00:02:30] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-74.24, 4.00, -42.99)" , ""
[00:02:30] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.22, 4.00, -42.80)" , ""
[00:02:30] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:30] , "Team 2" , "5" , "Mei" , "EV_Charge_Ultimate" , "0" , ""
[00:02:30] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:02:30] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "0" , ""
[00:02:30] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-91.76, 6.79, -70.51)" , ""
[00:02:31] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-76.12, 4.00, -43.82)" , ""
[00:02:31] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.24, 4.00, -42.93)" , ""
[00:02:31] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-108.21, 4.00, -78.07)" , ""
[00:02:31] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-108.74, 4.00, -79.66)" , ""
[00:02:31] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-106.61, 4.00, -81.79)" , ""
[00:02:31] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-107.67, 4.00, -80.72)" , ""
[00:02:31] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-109.80, 4.00, -78.60)" , ""
[00:02:31] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "0" , ""
[00:02:32] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-74.24, 4.00, -42.99)" , ""
[00:02:32] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.22, 4.00, -42.80)" , ""
[00:02:32] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:32] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-89.74, 10.09, -60.25)" , ""
[00:02:33] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-76.12, 4.00, -43.82)" , ""
[00:02:33] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.24, 4.00, -42.93)" , ""
[00:02:33] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-108.21, 4.00, -78.07)" , ""
[00:02:33] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-108.74, 4.00, -79.66)" , ""
[00:02:33] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-106.61, 4.00, -81.79)" , ""
[00:02:33] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-107.67, 4.00, -80.72)" , ""
[00:02:33] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-109.80, 4.00, -78.60)" , ""
[00:02:34] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-74.24, 4.00, -42.99)" , ""
[00:02:34] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.22, 4.00, -42.80)" , ""
[00:02:34] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:34] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-99.22, 10.11, -62.83)" , ""
[00:02:35] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-76.12, 4.00, -43.82)" , ""
[00:02:35] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.24, 4.00, -42.93)" , ""
[00:02:35] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-108.21, 4.00, -78.07)" , ""
[00:02:35] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-108.74, 4.00, -79.66)" , ""
[00:02:35] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-106.61, 4.00, -81.79)" , ""
[00:02:35] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-107.67, 4.00, -80.72)" , ""
[00:02:35] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-109.80, 4.00, -78.60)" , ""
[00:02:35] , "Team 2" , "4" , "Soldier: 76" , "EV_Charge_Ultimate" , "0" , ""
[00:02:35] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:02:35] , "Team 1" , "5" , "Bastion" , "EV_Charge_Ultimate" , "0" , ""
[00:02:35] , "Team 1" , "4" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:02:35] , "Team 1" , "3" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:02:35] , "Team 1" , "2" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:02:35] , "Team 1" , "1" , "Lúcio" , "EV_Charge_Ultimate" , "0" , ""
[00:02:35] , "Team 2" , "5" , "Mei" , "EV_Charge_Ultimate" , "0" , ""
[00:02:35] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:02:35] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "0" , ""
[00:02:36] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-74.24, 4.00, -42.99)" , ""
[00:02:36] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.22, 4.00, -42.80)" , ""
[00:02:36] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:36] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-107.57, 4.41, -71.37)" , ""
[00:02:36] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "0" , ""
[00:02:37] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-76.12, 4.00, -43.82)" , ""
[00:02:37] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.24, 4.00, -42.93)" , ""
[00:02:37] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-108.21, 4.00, -78.07)" , ""
[00:02:37] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-108.74, 4.00, -79.66)" , ""
[00:02:37] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-106.61, 4.00, -81.79)" , ""
[00:02:37] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-107.67, 4.00, -80.72)" , ""
[00:02:37] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-109.80, 4.00, -78.60)" , ""
[00:02:38] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-74.24, 4.00, -42.99)" , ""
[00:02:38] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.22, 4.00, -42.80)" , ""
[00:02:38] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:38] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-100.45, 7.59, -70.34)" , ""
[00:02:39] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-76.12, 4.00, -43.82)" , ""
[00:02:39] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.24, 4.00, -42.93)" , ""
[00:02:39] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-108.21, 4.00, -78.07)" , ""
[00:02:39] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-108.74, 4.00, -79.66)" , ""
[00:02:39] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-106.61, 4.00, -81.79)" , ""
[00:02:39] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-107.67, 4.00, -80.72)" , ""
[00:02:39] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-109.80, 4.00, -78.60)" , ""
[00:02:40] , "Team 1" , "0" , "NELS" , "EV_RoundStarted" , "2" , ""
[00:02:40] , "Team 1" , "1" , "Lúcio" , "EV_UsedAbility_2" , "Lúcio" , ""
[00:02:40] , "Team 2" , "4" , "Soldier: 76" , "EV_Charge_Ultimate" , "0" , ""
[00:02:40] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:02:40] , "Team 1" , "5" , "Bastion" , "EV_Charge_Ultimate" , "0" , ""
[00:02:40] , "Team 1" , "4" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:02:40] , "Team 1" , "3" , "Zarya" , "EV_Charge_Ultimate" , "0" , ""
[00:02:40] , "Team 1" , "2" , "Zenyatta" , "EV_Charge_Ultimate" , "0" , ""
[00:02:40] , "Team 1" , "1" , "Lúcio" , "EV_Charge_Ultimate" , "0" , ""
[00:02:40] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-74.24, 4.00, -42.99)" , ""
[00:02:40] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.22, 4.00, -42.80)" , ""
[00:02:40] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:40] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-90.20, 4.00, -64.42)" , ""
[00:02:40] , "Team 2" , "5" , "Mei" , "EV_Charge_Ultimate" , "0" , ""
[00:02:40] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "0" , ""
[00:02:40] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "0" , ""
[00:02:41] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-76.12, 4.00, -43.82)" , ""
[00:02:41] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.24, 4.00, -42.93)" , ""
[00:02:41] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-108.23, 4.00, -76.58)" , ""
[00:02:41] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-108.61, 4.00, -78.16)" , ""
[00:02:41] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-104.78, 4.00, -81.65)" , ""
[00:02:41] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-106.23, 4.00, -80.40)" , ""
[00:02:41] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-109.19, 4.00, -76.32)" , ""
[00:02:41] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "0" , ""
[00:02:42] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-74.24, 4.00, -42.99)" , ""
[00:02:42] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.22, 4.00, -42.80)" , ""
[00:02:42] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:42] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-79.98, 4.00, -64.03)" , ""
[00:02:43] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-76.12, 4.00, -43.82)" , ""
[00:02:43] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.24, 4.00, -42.93)" , ""
[00:02:43] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-105.57, 4.00, -73.16)" , ""
[00:02:43] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-106.69, 4.00, -74.97)" , ""
[00:02:43] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-101.64, 4.00, -78.66)" , ""
[00:02:43] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-102.95, 4.00, -78.39)" , ""
[00:02:43] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-106.61, 4.00, -73.61)" , ""
[00:02:44] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-74.24, 4.00, -42.99)" , ""
[00:02:44] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.22, 4.00, -42.80)" , ""
[00:02:44] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:44] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-77.04, 6.72, -54.47)" , ""
[00:02:45] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-76.12, 4.00, -43.82)" , ""
[00:02:45] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.24, 4.00, -42.93)" , ""
[00:02:45] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-94.64, 4.00, -65.70)" , ""
[00:02:45] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-96.63, 4.00, -68.16)" , ""
[00:02:45] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-94.83, 4.00, -67.86)" , ""
[00:02:45] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-95.83, 4.00, -68.42)" , ""
[00:02:45] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-96.01, 4.00, -67.23)" , ""
[00:02:45] , "Team 2" , "4" , "Soldier: 76" , "EV_Charge_Ultimate" , "1" , ""
[00:02:45] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "1" , ""
[00:02:45] , "Team 1" , "5" , "Bastion" , "EV_Charge_Ultimate" , "1" , ""
[00:02:45] , "Team 1" , "4" , "Roadhog" , "EV_Charge_Ultimate" , "1" , ""
[00:02:45] , "Team 1" , "3" , "Zarya" , "EV_Charge_Ultimate" , "1" , ""
[00:02:45] , "Team 1" , "2" , "Zenyatta" , "EV_Charge_Ultimate" , "1" , ""
[00:02:45] , "Team 1" , "1" , "Lúcio" , "EV_Charge_Ultimate" , "0" , ""
[00:02:45] , "Team 2" , "2" , "Roadhog" , "EV_UsedAbility_1" , "Roadhog" , ""
[00:02:45] , "Team 2" , "5" , "Mei" , "EV_Charge_Ultimate" , "1" , ""
[00:02:45] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "1" , ""
[00:02:45] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "1" , ""
[00:02:45] , "Team 1" , "0" , "NELS" , "EV_UsedAbility_1" , "Genji" , ""
[00:02:46] , "Team 1" , "0" , "NELS" , "EV_Knockback_Received" , "" , "NELS"
[00:02:46] , "Team 2" , "1" , "Ana" , "EV_Knockback_Dealt" , "" , "Ana"
[00:02:46] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_2" , "Soldier: 76" , ""
[00:02:46] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-75.26, 4.00, -41.18)" , ""
[00:02:46] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-77.34, 4.00, -43.70)" , ""
[00:02:46] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:46] , "Team 2" , "5" , "Mei" , "EV_UsedAbility_1" , "Mei" , ""
[00:02:46] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-73.57, 4.02, -40.32)" , ""
[00:02:46] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "21" , ""
[00:02:46] , "Team 2" , "3" , "Zarya" , "EV_UsedAbility_2" , "Zarya" , ""
[00:02:47] , "Team 2" , "1" , "Ana" , "EV_UsedAbility_2" , "Ana" , ""
[00:02:47] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-75.02, 4.00, -42.32)" , ""
[00:02:47] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-78.99, 3.85, -45.54)" , ""
[00:02:47] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-82.87, 4.00, -66.17)" , ""
[00:02:47] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-86.49, 4.00, -65.33)" , ""
[00:02:47] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-83.83, 4.00, -64.14)" , ""
[00:02:47] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-85.44, 4.00, -65.19)" , ""
[00:02:47] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-86.99, 4.00, -64.34)" , ""
[00:02:48] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-75.87, 4.00, -41.33)" , ""
[00:02:48] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-81.67, 3.85, -50.51)" , ""
[00:02:48] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:48] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-71.66, 3.95, -40.54)" , ""
[00:02:49] , "Team 1" , "1" , "Lúcio" , "EV_UsedAbility_1" , "Lúcio" , ""
[00:02:49] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-75.11, 4.00, -42.35)" , ""
[00:02:49] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-73.69, 4.00, -47.68)" , ""
[00:02:49] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-77.07, 3.85, -56.71)" , ""
[00:02:49] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-79.15, 3.85, -60.88)" , ""
[00:02:49] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-78.79, 3.85, -58.32)" , ""
[00:02:49] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-77.53, 3.85, -59.73)" , ""
[00:02:49] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-79.88, 3.85, -61.27)" , ""
[00:02:49] , "Team 1" , "4" , "Roadhog" , "EV_UsedAbility_1" , "Roadhog" , ""
[00:02:49] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:02:50] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:02:50] , "Team 1" , "3" , "Zarya" , "EV_Knockback_Dealt" , "" , "Zarya"
[00:02:50] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:02:50] , "Team 1" , "1" , "Lúcio" , "EV_Knockback_Dealt" , "" , "Lúcio"
[00:02:50] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:02:50] , "Team 1" , "5" , "Bastion" , "EV_Knockback_Dealt" , "" , "Bastion"
[00:02:50] , "Team 1" , "1" , "Lúcio" , "EV_UsedAbility_1" , "Lúcio" , ""
[00:02:50] , "Team 2" , "4" , "Soldier: 76" , "EV_Charge_Ultimate" , "7" , ""
[00:02:50] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "2" , ""
[00:02:50] , "Team 1" , "5" , "Bastion" , "EV_Charge_Ultimate" , "2" , ""
[00:02:50] , "Team 1" , "4" , "Roadhog" , "EV_Charge_Ultimate" , "4" , ""
[00:02:50] , "Team 1" , "3" , "Zarya" , "EV_Charge_Ultimate" , "3" , ""
[00:02:50] , "Team 1" , "2" , "Zenyatta" , "EV_Charge_Ultimate" , "2" , ""
[00:02:50] , "Team 1" , "1" , "Lúcio" , "EV_Charge_Ultimate" , "2" , ""
[00:02:50] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-75.87, 4.00, -41.33)" , ""
[00:02:50] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-77.16, 3.85, -57.50)" , ""
[00:02:50] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:50] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-69.52, 4.04, -41.98)" , ""
[00:02:50] , "Team 2" , "5" , "Mei" , "EV_Charge_Ultimate" , "12" , ""
[00:02:50] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "2" , ""
[00:02:50] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "4" , ""
[00:02:51] , "Team 2" , "3" , "Zarya" , "EV_UsedAbility_1" , "Zarya" , ""
[00:02:51] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-75.86, 4.00, -41.83)" , ""
[00:02:51] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-70.48, 4.00, -47.23)" , ""
[00:02:51] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-79.87, 3.85, -59.06)" , ""
[00:02:51] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-75.44, 4.00, -64.33)" , ""
[00:02:51] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-81.38, 3.85, -49.04)" , ""
[00:02:51] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-77.46, 3.85, -59.54)" , ""
[00:02:51] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-77.50, 3.85, -53.56)" , ""
[00:02:51] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:02:51] , "Team 1" , "4" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:02:51] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "32" , ""
[00:02:52] , "Team 1" , "5" , "Bastion" , "EV_UsedAbility_1" , "Bastion" , ""
[00:02:52] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:02:52] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-78.43, 3.85, -45.20)" , ""
[00:02:52] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.37, 4.00, -63.48)" , ""
[00:02:52] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-74.30, 4.00, -43.98)" , ""
[00:02:52] , "Team 1" , "3" , "Zarya" , "EV_UsedAbility_2" , "Zarya" , ""
[00:02:52] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-69.11, 4.00, -43.19)" , ""
[00:02:53] , "Team 2" , "1" , "Ana" , "EV_UsedAbility_1" , "Ana" , ""
[00:02:53] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-78.15, 4.00, -39.66)" , ""
[00:02:53] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-69.57, 4.00, -45.58)" , ""
[00:02:53] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:02:53] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-77.82, 3.85, -55.92)" , ""
[00:02:53] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-73.95, 3.85, -56.72)" , ""
[00:02:53] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-87.09, 3.85, -45.08)" , ""
[00:02:53] , "Team 1" , "2" , "Zenyatta" , "EV_Knockback_Received" , "" , "Zenyatta"
[00:02:53] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-77.95, 4.00, -63.41)" , ""
[00:02:53] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-73.45, 3.85, -47.99)" , ""
[00:02:53] , "Team 2" , "2" , "Roadhog" , "EV_UsedAbility_1" , "Roadhog" , ""
[00:02:54] , "Team 1" , "0" , "NELS" , "EV_FinalBlow" , "Zarya" , ""
[00:02:54] , "Team 1" , "0" , "NELS" , "EV_Kill" , "Zarya" , ""
[00:02:54] , "Team 2" , "3" , "Zarya" , "EV_Died" , "" , "NELS"
[00:02:54] , "Team 1" , "2" , "Zenyatta" , "EV_Kill" , "Zarya" , ""
